index,F,E0,mag,vol,nFe,nCo,nS
Fe_ref,-16.632549,-16.632549,4.3261,22.860408,2,0,0
Co_ref,-13.775345,-13.775345,0.0009,20.808721,0,2,0
S_ref,-132.16382,-132.16382,0,1003.344283,0,0,32
1,-95.091399,-95.083596,8.6986,211.07679484631296,6,1,8
2,-55.107516,-55.10489,10.9292,95.52410724513406,4,2,2
3,-52.544926,-52.542959,11.0034,80.97039187308407,5,1,1
4,-42.704075,-42.701378,0,116.56559712908347,2,1,4
5,-147.65433,-147.64495,0.0026,369.2237164346751,4,8,12
6,-88.053707,-88.046913,0.0083,205.92338316586546,1,6,8
7,-165.96974,-165.95772,1.5456,461.2115910395691,4,8,16
8,-83.681284,-83.676771,4.08,206.87891211886785,2,4,8
9,-41.692117,-41.689583,1.4491,95.69154582438551,1,2,4
10,-216.83961,-216.82675,0.4149,532.2175519465112,4,10,24
11,-79.304068,-79.300098,2.5091,146.5794344660045,4,4,4
12,-81.319643,-81.315055,7.4746,214.27148977796037,2,4,8
13,-85.886185,-85.881083,1.115,209.12164356630245,4,2,8
14,-85.359125,-85.353271,21.5659,142.0279750965573,6,4,2
15,-91.268277,-91.265668,2.9749,256.89445558490337,4,2,10
16,-53.812062,-53.806318,4.1636,143.3541070594562,2,2,5
17,-148.36426,-148.35805,0.0102,345.0099031201835,4,8,12
18,-85.935732,-85.927769,2.0085,198.36594050682976,4,2,8
20,-59.844593,-59.840235,9.0361,102.93005742491238,3,3,3
21,-43.008825,-43.005976,2.457,96.10489268743858,2,1,4
22,-365.55931,-365.52019,65.5934,540.9250925241865,36,8,4
23,-142.5021,-142.48702,1.7123,481.5377749667379,8,2,14
24,-111.78249,-111.77537,5.7413,294.19804019320793,2,6,12
25,-74.466878,-74.462012,1.4496,206.58831826243843,1,4,8
26,-29.376797,-29.371544,0.9279,63.91200935414014,2,1,2
27,-225.09631,-225.08842,0,524.9377466251734,10,4,24
28,-33.036342,-33.031457,1.3801,107.81628545169224,1,1,4
29,-166.41324,-166.39806,2.5999,397.3668552413991,4,8,16
30,-166.65837,-166.63708,4.6978,386.9387076901829,8,4,16
31,-312.57866,-312.56424,14.4242,805.5495498307675,18,2,32
32,-41.58903,-41.586923,5.0237,103.8499085934106,2,1,4
33,-76.054276,-76.046664,5.1836,204.50424072872804,4,1,8
35,-50.331558,-50.328557,3.139,230.00425917820988,2,1,6
36,-120.36169,-120.35477,34.6667,190.18204336390494,12,2,2
37,-51.082718,-51.079597,1.1464,120.82897781177542,3,1,4
38,-58.397017,-58.395319,1.0733,145.85721407902366,1,3,6
39,-83.795645,-83.786165,2.7726,203.52108724430462,2,4,8
41,-83.787214,-83.77752,2.7459,203.4612216,2,4,8
42,-76.606986,-76.598667,8.9939,213.54218152992266,4,1,8
43,-81.220494,-81.216651,5.6101,131.4302289791486,5,3,4
44,-24.923725,-24.922563,0.9321,61.556366028995654,1,1,2
45,-83.56282,-83.557391,0,201.42626042427582,2,4,8
46,-68.968778,-68.963905,5.8572,158.33667511142463,3,3,5
47,-48.651612,-48.646426,2.0465,123.2095044145295,1,3,4
48,-89.282814,-89.277211,7.2474,278.0104721774627,2,4,10
49,-85.061601,-85.054971,6.8084,198.3498943158571,4,2,8
50,-165.13955,-165.12801,8.2112,421.56574674380414,4,8,16
51,-20.12993,-20.127961,0.2513,33.82650555356183,1,1,1
52,-110.00247,-109.99371,7.7192,266.50875584236906,6,2,10
53,-77.402886,-77.398729,2.7153,132.15758767397034,2,6,4
54,-120.6789,-120.65841,1.9346,347.1135800142734,4,6,12
55,-57.235677,-57.233388,0,176.49840759794145,2,2,6
56,-75.549288,-75.546033,2.5477,219.13709350790486,4,2,6
57,-143.47922,-143.46544,2.4998,383.29536796060864,2,8,16
58,-61.906961,-61.89661,12.4702,143.27902779456173,4,1,5
59,-79.242079,-79.234732,0.1367,213.7267834585782,1,5,8
60,-166.01153,-166.00371,17.218,430.21548705485145,8,4,16
62,-86.020252,-86.009166,6.0548,205.9432477712935,4,2,8
63,-248.91373,-248.89463,3.2714,658.8727134302173,6,12,24
64,-49.829752,-49.825577,1.6065,128.18577103195443,2,2,4
65,-95.101756,-95.089057,8.7833,213.7055519660485,6,1,8
66,-91.470032,-91.460885,12.9147,133.3324426798489,9,2,1
68,-73.076499,-73.063387,3.2779,209.63987378721603,1,4,8
69,-42.245814,-42.24174,0.0394,119.5189866667581,2,1,4
70,-41.819386,-41.81826,1.8855,98.20110035058309,1,2,4
71,-78.092326,-78.083892,4.0604,199.63527016486435,4,1,8
72,-83.028109,-83.023867,4.2862,200.20156753682966,2,4,8
73,-151.29797,-151.29093,0.7996,403.7467008404931,1,10,16
74,-73.127938,-73.11896,3.5486,206.34458900940177,1,4,8
76,-94.00071,-93.999773,0,268.81173663735314,4,2,10
77,-24.05687,-24.054953,3.1188,54.73920700067392,1,1,2
78,-104.81333,-104.81016,16.273,201.3395407009524,4,8,4
79,-166.01903,-166.01153,17.2735,430.69932956282946,8,4,16
81,-82.585267,-82.578904,0.0989,200.65004994445005,1,5,8
82,-67.152891,-67.150655,2.7184,169.37724851369677,1,3,8
83,-92.741956,-92.733132,7.005,233.56595801179512,2,6,8
84,-56.61195,-56.60707,8.1921,184.17584181128663,2,2,6
85,-86.032225,-86.021709,6.0972,207.0088368561263,4,2,8
86,-66.074671,-66.069035,3.1584,278.96745954102437,2,2,8
87,-54.109847,-54.104014,11.722,88.91458303483368,1,6,1
88,-201.94425,-201.93258,50.7858,346.15630813317995,12,12,4
89,-41.822669,-41.821571,1.8897,98.56942311908986,1,2,4
90,-86.98387,-86.972312,5,205.8322339987439,5,1,8
91,-54.205473,-54.199289,12.2528,89.71340423232435,1,6,1
92,-79.979448,-79.975781,11.9567,137.84078444192002,4,4,4
93,-391.41005,-391.36916,0.0085,826.4455862107544,4,30,30
94,-51.468513,-51.462948,0.5569,125.7604980359893,3,1,4
95,-64.495331,-64.490625,1.6133,283.7003531635147,1,3,8
96,-74.774943,-74.772574,1.1964,190.04134219875985,1,4,8
97,-166.22145,-166.20213,5.7018,403.6601168360706,4,8,16
99,-83.609546,-83.601712,9.9653,216.07153109935507,4,2,8
100,-108.59625,-108.59167,0,256.6854572424269,4,4,10
101,-163.27916,-163.26773,12.1902,419.2341795349235,10,1,16
102,-116.05452,-116.04175,0.0553,244.88102049372455,8,2,8
103,-292.45574,-292.44508,4.508,824.5843611174738,2,18,32
104,-47.930292,-47.926645,8.7741,90.20098036675732,4,1,2
105,-49.439739,-49.434943,7.7132,127.24808517232638,2,4,2
106,-48.969755,-48.965556,0.0155,104.6728316936887,1,4,3
107,-173.85908,-173.84687,6.2567,402.5275091063199,10,2,16
108,-42.258504,-42.256071,0.0647,112.28915954125134,2,1,4
109,-58.565605,-58.561932,6.5511,125.0263858379985,4,1,4
110,-123.11731,-123.10968,7.8827,177.33887563707376,12,3,1
111,-74.46749,-74.461334,1.4485,207.01113868955107,1,4,8
112,-161.21256,-161.18965,0.0385,463.9504602979765,4,8,16
113,-180.82505,-180.81841,4.7069,413.49207049024386,12,1,16
114,-73.077169,-73.064185,3.3082,209.78316781702716,1,4,8
115,-65.903165,-65.899871,1.0002,196.38165770352293,1,3,8
116,-164.15236,-164.14554,6.3081,404.1152079372778,8,3,16
117,-137.2376,-137.23282,6.453,429.57004680450683,6,2,16
118,-168.45543,-168.44876,0.6304,426.0276708385515,1,12,16
119,-349.51124,-349.47819,4.4179,813.2113672506451,6,25,27
120,-64.502724,-64.497072,1.4838,284.3981929299126,1,3,8
121,-184.72854,-184.71755,6.6003,420.62414628048515,12,4,13
122,-178.96304,-178.95425,0.105,388.565521,10,4,14
124,-213.29831,-213.28633,50.6525,380.58104685290846,18,6,6
125,-58.389931,-58.388246,1.0737,146.0851852220494,1,3,6
126,-333.44564,-333.42006,56.6058,536.6514381264327,20,16,12
128,-79.877856,-79.874574,4.543,130.59766730010466,4,4,4
129,-91.918829,-91.91291,26.8725,142.3066535302481,9,2,1
130,-41.836833,-41.834751,3.0792,107.61979845988823,2,1,4
131,-106.33799,-106.33395,0,232.5430381639446,1,8,8
132,-54.462743,-54.458574,9.4074,119.12175464615643,2,4,3
133,-83.602893,-83.595397,9.9526,215.55133024530832,4,2,8
135,-95.392862,-95.372806,16.4271,244.1578870220644,6,2,8
136,-111.1313,-111.12462,3.021,243.61579101868645,6,3,8
137,-189.19653,-189.18511,0.2767,512.5812147171923,3,10,20
138,-24.70099,-24.69944,0.4602,49.42844732035196,1,1,2
139,-175.8212,-175.81273,12.8911,383.2086649639715,11,1,16
140,-172.31088,-172.29967,3.7578,393.9439505879814,8,4,16
141,-25.725584,-25.724621,0.0363,43.677209972592344,1,2,1
142,-11.144425,-11.137157,8.4028,511.8148289662302,1,1,6
143,-76.846275,-76.839363,8.1616,210.29526862738027,4,1,8
144,-112.7324,-112.71718,18.9434,175.9800797741673,3,12,1
145,-506.43249,-506.39227,38.3784,1323.3170526786093,16,24,44
146,-162.58141,-162.57586,0,391.6743108557631,4,8,16
147,-48.552075,-48.549542,1.1367,180.0607960651916,1,2,6
148,-24.912734,-24.910863,1.2365,55.665505569198764,1,1,2
149,-155.27476,-155.26205,25.4254,226.55760780868164,15,4,1
150,-162.40915,-162.39972,8.0253,423.57153804842955,4,8,16
151,-123.496,-123.4903,10.114,197.2253369189469,9,3,6
152,-42.52072,-42.515764,0.6931,116.1077295262935,2,1,4
153,-60.411943,-60.408115,17.4872,94.96369404667381,6,1,1
154,-48.742141,-48.739771,0.0075,122.6907196124817,1,3,4
155,-421.41673,-421.39536,16.6322,829.2102963941485,30,4,30
156,-155.57254,-155.56294,6.4933,481.60935466330193,4,8,14
157,-940.06659,-939.98718,90.5421,2394.6234713334356,48,16,96
159,-42.194956,-42.190477,0.2126,118.81705578715234,2,1,4
160,-101.67083,-101.66406,9.2203,272.86599831519317,6,2,8
161,-90.447807,-90.432122,0.0355,123.5916873233167,9,2,1
162,-42.751616,-42.748196,0.0008,116.18909211363547,2,1,4
163,-50.709547,-50.705407,4.2386,100.36476242761542,3,1,4
164,-66.067679,-66.064422,3.2255,283.19440739609047,2,2,8
165,-40.407018,-40.403256,0.2536,113.39952945840082,1,2,4
166,-192.313,-192.2919,50.9979,312.8465248420829,12,12,2
167,-41.653462,-41.650445,2.5815,133.7872930909951,2,1,4
168,-327.87237,-327.85469,0.0157,776.8068735,8,16,32
169,-134.17779,-134.16849,25.0567,235.99707290993388,4,12,4
170,-103.30536,-103.30081,1.5759,242.4459555741375,5,2,10
171,-85.056372,-85.054323,4.9582,263.8770465806881,4,1,10
172,-150.55409,-150.5471,1.0629,437.56970911146885,6,4,16
173,-34.417944,-34.417115,1,83.56520442425149,1,1,4
174,-67.659878,-67.655459,4.6637,280.75642354378334,3,1,8
175,-54.184841,-54.180269,11.7053,88.85160892457452,1,6,1
176,-51.165284,-51.161171,6.5708,122.6244303481324,4,2,2
179,-48.753716,-48.751257,1.7386,228.72955100033718,1,2,6
180,-18.688436,-18.686774,3,42.26731914426056,1,1,1
181,-74.16233,-74.159344,19.0566,115.21924841355573,5,4,1
182,-94.286842,-94.274424,5.4478,247.28713337169006,5,1,10
183,-49.25016,-49.241377,7.1519,112.6592509579609,3,1,4
184,-40.305362,-40.30346,3.2652,107.85348284752529,1,2,4
185,-206.16684,-206.15624,5.3146,481.51503670807693,3,12,20
186,-85.64356,-85.636077,6.2058,208.9088172920955,4,2,8
187,-107.87123,-107.85463,23.7796,178.14219634546595,2,12,2
188,-164.40145,-164.38708,7.3085,378.0579207789326,8,3,16
189,-66.069318,-66.063024,3.0595,284.98866624541125,2,2,8
190,-72.999457,-72.997203,0.0597,173.41332465076994,2,4,6
191,-118.21674,-118.21013,11.5398,296.51495336308744,6,2,12
192,-32.969282,-32.966327,2.4077,102.28154444425864,1,1,4
193,-84.947861,-84.94605,4.665,266.81582993100136,4,1,10
194,-31.013953,-31.007708,0.0675,64.42851198317291,2,1,2
195,-73.2628,-73.25759,0.4907,225.3219857870433,2,2,10
196,-162.80012,-162.78939,12.2927,409.16858227901906,4,8,16
197,-41.784125,-41.781773,1.2231,96.00185445530909,1,2,4
198,-76.856684,-76.850185,8.1142,208.77231750125316,4,1,8
199,-76.484086,-76.480737,1.9321,165.6483250262684,4,2,6
200,-133.25196,-133.24124,27.0059,279.64523351282503,12,2,6
201,-42.995173,-42.991995,2.8122,96.71027231681224,2,1,4
202,-98.761622,-98.751258,24.2435,161.62404717051973,6,6,2
203,-77.978755,-77.975687,3,197.1099583825104,4,1,8
204,-92.025012,-92.015865,8.3666,198.93323052323504,6,1,8
205,-122.28142,-122.27258,17.7655,180.72685568598965,11,4,1
206,-83.692369,-83.688332,3.8904,205.69233479240935,2,4,8
207,-38.538194,-38.536736,8.875,99.69274808359859,2,2,2
208,-172.23575,-172.22543,3.7363,398.76984256592795,8,4,16
210,-53.911499,-53.909338,5.1208,146.16562633014397,2,2,5
211,-117.45018,-117.44118,2.0837,309.66537966874415,4,4,12
212,-59.659703,-59.650967,3.439,97.57968896168373,3,3,3
213,-94.999377,-94.992246,7.7201,211.35037678667015,6,1,8
214,-29.2038,-29.201557,0.0278,64.34677634,1,2,2
215,-162.45432,-162.44116,35.7202,268.43084778044243,3,18,3
216,-41.177972,-41.17506,1.2194,100.83378111781012,1,2,4
217,-39.54345,-39.5395,3.8695,82.96521483269301,3,1,2
218,-215.02373,-215.00803,5.7937,506.4573861262689,9,9,16
219,-38.012875,-38.011114,1.5254,91.55988542637523,2,1,3
221,-143.36907,-143.35957,19.0028,242.67976223542405,1,16,5
222,-66.05098,-66.047062,3.2615,280.70138957180455,2,2,8
223,-73.446797,-73.44499,0.143,190.59781008941906,2,4,6
224,-78.624383,-78.617694,5.4252,133.7165504,3,5,4
225,-49.499209,-49.497146,2.4415,98.97239932535935,2,2,4
226,-166.36747,-166.3618,0,401.3704286901884,4,8,16
227,-85.612561,-85.606072,0.0241,202.28591736760103,4,2,8
228,-87.965749,-87.957765,0.001,207.91949915250004,1,6,8
229,-113.12166,-113.11338,8.5156,232.88852525907507,4,6,8
230,-386.45877,-386.43416,78.3177,698.1676927021631,32,8,16
231,-117.31786,-117.30753,10.3772,256.1750366295479,5,4,10
232,-42.690981,-42.688506,0.5587,115.61394665754754,2,1,4
233,-42.68102,-42.678228,0.2634,96.13538494246814,2,1,4
234,-48.452698,-48.449487,3.2361,124.47340974202952,1,4,3
235,-48.342776,-48.338607,2.3636,102.13213476649933,1,3,4
236,-455.36567,-455.34562,44.4982,1065.7547216629978,30,4,38
237,-72.6494,-72.643602,0.0113,198.25736168363895,1,4,8
239,-65.335304,-65.330117,0.4215,198.83173188325796,2,2,8
240,-422.94374,-422.91582,6.1248,1094.0170183657992,4,30,38
241,-85.913608,-85.909203,2.098,191.2759610819349,4,2,8
242,-67.001775,-66.994763,19.0567,140.35292312259193,6,2,2
243,-39.504138,-39.502536,2.0779,99.04063141022701,1,2,4
244,-47.738932,-47.73111,5.3598,120.06186253644829,2,2,4
245,-519.89376,-519.865,24.5531,1244.0874933681962,24,16,44
246,-102.5218,-102.51134,0.0562,225.59036243159844,6,2,8
247,-127.81259,-127.798,15.0345,353.3819463506079,6,4,12
248,-99.334773,-99.326779,8.4006,207.13409017218956,4,4,8
249,-81.316199,-81.311858,7.4716,214.51933868188127,2,4,8
250,-90.363206,-90.354023,8.8558,277.6345417043804,4,2,10
251,-50.960433,-50.956947,10.7554,101.49350488424457,2,4,2
252,-84.987101,-84.980557,5.1072,200.5883233883787,2,8,4
253,-49.864396,-49.860296,0.0001,122.78629235099861,2,2,4
255,-93.07877,-93.072565,0.9293,205.02128726210526,4,3,8
257,-49.871103,-49.866556,0.0036,121.66212607500033,2,2,4
258,-418.43846,-418.4079,27.1573,1112.937001502596,8,32,32
259,-104.93562,-104.92905,5.2361,264.7825258511667,2,6,10
260,-42.640385,-42.637025,0.5639,97.19617271568787,2,1,4
261,-153.41909,-153.41349,3.5436,344.91994341351204,8,4,12
262,-108.72038,-108.70673,2.5736,277.22871776702254,4,4,10
263,-108.49805,-108.49526,3.5172,303.6706294904968,4,4,10
264,-96.889089,-96.878219,0.0088,219.27525698034557,2,8,6
266,-41.029857,-41.023922,0.0406,119.01058962642475,1,2,4
267,-40.938588,-40.933457,0.445,119.7560164670326,1,2,4
268,-89.900713,-89.888257,24.1486,212.72189967931055,4,8,2
269,-77.958173,-77.94603,7.3688,129.35073329600158,1,9,2
270,-191.42945,-191.41888,17.5151,444.0169147085268,12,2,16
271,-41.311735,-41.309915,1.0591,98.30444787860573,1,2,4
272,-68.900079,-68.896522,0.4202,156.35519294900985,3,3,5
273,-71.617896,-71.611598,1.3618,213.87748581305175,1,4,8
274,-49.57961,-49.574339,0.1609,129.8589518650939,1,3,4
275,-215.53564,-215.51615,10.2719,510.22456093299604,4,16,16
276,-49.611289,-49.611108,1.9978,110.25645137140422,2,2,4
277,-142.9344,-142.92123,35.3388,223.95734751193694,4,15,1
278,-51.048181,-51.043538,0.6443,120.54052262131307,3,1,4
279,-68.316158,-68.308589,5.3146,201.0745216524139,3,1,8
280,-42.977943,-42.975252,1.7341,94.63494176,2,1,4
281,-24.771281,-24.769655,1.2343,55.752743722370035,1,1,2
282,-66.628426,-66.623718,0.1613,131.76025701722583,4,2,4
283,-76.320417,-76.314443,9.006,207.10100308701203,4,1,8
284,-131.73576,-131.71943,0.353,232.30411166243863,2,12,7
285,-196.02317,-195.99874,17.3081,293.2321795166315,18,6,2
286,-36.74438,-36.741921,0.297,95.02796233953347,1,2,3
287,-180.36873,-180.36055,8.2743,395.15790688759785,12,4,12
289,-48.808294,-48.802822,0.4079,122.78647681726916,1,3,4
290,-24.34834,-24.346999,0,54.70251372171331,1,1,2
291,-234.7274,-234.71177,3.9905,476.73279787433114,16,4,16
292,-73.133243,-73.124205,3.6846,207.45756096517906,1,4,8
293,-49.517167,-49.513107,2.4498,99.49221656815291,2,2,4
294,-91.360048,-91.356755,1.1317,206.17376559231138,3,4,8
295,-44.481662,-44.477957,7.8914,89.09123369981367,1,4,2
296,-25.944703,-25.940172,0.1352,68.00715824802813,1,2,2
297,-33.023408,-33.021975,1.6283,175.08948105723374,1,1,4
298,-172.52234,-172.50394,30.4125,312.89046173709056,4,17,4
299,-179.73672,-179.72254,9.4662,381.69400552136614,8,8,12
300,-167.11949,-167.11314,5.8482,386.7255345648745,4,8,16
301,-326.52337,-326.5036,32.7891,836.86,20,2,32
302,-27.229892,-27.227796,7.3744,47.84,2,1,1
303,-367.3543,-367.32766,9.7442,879.12,24,3,32
304,-261.08834,-261.07156,10.4842,638.39,4,18,22
305,-509.30569,-509.27007,38.2399,1294.12,16,24,44
306,-24.6652,-24.663641,1.6205,57.31,1,1,2
307,-152.97249,-152.96704,16.4375,393.14,8,2,16
308,-426.84819,-426.81544,15.1411,1031.2,18,12,40
309,-330.71844,-330.69605,6.2036,911.98,16,8,32
311,-48.7104,-48.706494,0.4815,122.27,1,3,4
312,-167.38765,-167.379,3.7317,407.62,4,8,16
313,-97.009101,-96.998177,14.1878,159.78,9,2,2
314,-143.48871,-143.47446,2.6476,382.23,2,8,16
315,-60.247674,-60.242603,3.4366,146.07,3,1,6
316,-83.764964,-83.753917,19.7913,134.29,2,9,1
317,-50.987674,-50.982014,0.2372,121.35,3,1,4
318,-109.23989,-109.23197,20.151,200.83,8,4,4
319,-75.245704,-75.234706,7.742,202.67,4,2,6
320,-83.715274,-83.709369,19.0897,133.31,2,9,1
321,-116.73035,-116.72378,2.9101,291.36,2,6,12
322,-203.67857,-203.66172,3.1478,485.78,1,14,20
323,-129.1813,-129.17222,3.7235,254.8,9,1,10
324,-130.21369,-130.20586,0.3226,324.68,4,6,12
325,-97.743573,-97.730312,3.4422,147.5,6,6,2
326,-91.547772,-91.545908,4.375,288.03,2,4,10
327,-153.27238,-153.26389,2.7036,336.04,8,4,12
328,-426.90617,-426.87514,6.7786,1042.87,18,12,40
329,-65.336232,-65.331031,0.5061,198.35,2,2,8
330,-637.09711,-637.05492,35.3079,1533.65,42,8,50
331,-326.92207,-326.89946,3.6809,942.13,3,17,40
332,-53.933222,-53.927587,0.0231,136.73,2,2,5
333,-115.62926,-115.62327,1.3019,236.24,6,4,8
334,-78.320229,-78.314022,3.5217,187.78,4,1,8
335,-39.235641,-39.232833,0.0075,67.89,1,3,2
336,-82.685292,-82.680413,2.4019,204.25,1,5,8
337,-91.496182,-91.489546,5.3187,192.12,8,2,4
338,-42.195678,-42.193267,0.4878,123.53,2,1,4
339,-60.241097,-60.235881,3.394,145.75,3,1,6
340,-87.684289,-87.680812,5.3278,190.69,2,6,6
341,-132.30673,-132.29872,13.1231,270.79,8,4,8
342,-41.299561,-41.295183,0.5702,98.01,1,2,4
343,-54.239499,-54.233634,0.1821,142.05,2,2,5
344,-84.027791,-84.020964,3.1806,122.07,8,2,1
345,-46.04912,-46.041334,0.8618,101.47,1,3,4
346,-50.340921,-50.336762,3.0703,228.16,2,1,6
347,-280.11322,-280.0986,12.511,652.72,18,4,22
348,-43.010517,-43.00763,2.4524,96.07,2,1,4
349,-167.91811,-167.91559,11.0369,465.25,8,4,16
350,-242.27538,-242.26106,11.0687,603.5,12,4,24
351,-626.63881,-626.56268,48.7645,994.43,21,60,9
352,-256.94162,-256.92605,1.2134,674.64,12,6,24
353,-41.010924,-41.007595,0.1012,112.73,1,2,4
354,-56.562622,-56.554614,4.4636,179.18,2,2,6
355,-172.23165,-172.21959,0.0689,400.43,4,10,14
356,-170.36688,-170.35548,0.611,408.01,8,4,16
357,-51.018354,-51.013316,7.5012,108.23,4,1,3
358,-76.06904,-76.060925,0.6989,132.46,1,7,4
359,-84.997207,-84.993122,4.1081,204.89,3,3,8
360,-67.546927,-67.542177,4.6815,209.55,3,1,8
361,-113.01295,-113.00631,8.3233,240.94,8,1,8
362,-68.830162,-68.826807,1.9259,161.86,2,2,8
363,-54.73985,-54.737507,0.0207,123.8,1,4,4
364,-128.51796,-128.50706,1.1171,261.74,4,8,8
365,-184.67828,-184.66438,4.136,473.23,3,11,18
366,-48.671187,-48.668027,0.8254,152.24,1,2,6
367,-382.79691,-382.77703,43.5322,974.33,24,7,32
368,-23.942061,-23.93904,2.9353,53.68,1,1,2
369,-235.74229,-235.72182,9.6757,630.36,7,9,24
370,-217.8148,-217.80896,9.3482,586.98,12,1,24
371,-153.16716,-153.15431,0.5317,344.53,8,4,12
372,-113.03043,-113.02205,20.5377,178.93,8,4,4
373,-56.165629,-56.1622,6.9393,90.66,3,4,1
374,-40.135021,-40.130196,1.5849,111.18,1,2,4
375,-77.143682,-77.136927,6.2055,201.84,4,1,8
376,-72.964732,-72.958121,1.9897,221,2,4,6
377,-48.764972,-48.760014,1.5618,229.56,1,2,6
378,-174.01445,-174.0053,16.9985,445.47,9,3,16
379,-123.382,-123.36991,10.4085,225.95,11,2,4
380,-149.87151,-149.86827,6.001,426.85,4,6,16
381,-23.349703,-23.34772,0.0158,58.35,1,1,2
382,-118.43139,-118.4258,0.459,346.9,4,4,12
383,-48.787459,-48.786125,0.7238,114.47,2,2,4
384,-918.38508,-918.32851,42.5167,2392.22,16,48,96
385,-60.142636,-60.139383,17.9789,96.31,6,1,1
386,-69.098787,-69.092317,1.1397,123.53,1,6,4
387,-76.166598,-76.162211,7.881,207.87,4,1,8
388,-165.55594,-165.54885,6.0331,471.36,8,4,16
389,-163.22876,-163.21852,2.4641,384.19,1,11,16
390,-58.067479,-58.061155,4.0354,131.32,1,4,5
391,-84.463444,-84.455574,10.6876,210.85,5,1,8
392,-368.40334,-368.38771,23.851,997.49,22,3,36
395,-24.939466,-24.938312,0.4189,61.18,1,1,2
396,-41.547408,-41.545658,0,96.79,1,2,4
397,-197.70266,-197.69341,4.1448,521.33,10,3,20
398,-104.98245,-104.97948,1.9972,247.56,4,2,12
399,-122.14807,-122.1266,1.0862,165.27,12,3,1
400,-119.42547,-119.41888,6.8297,195.87,6,6,6
401,-71.385067,-71.379158,2.4221,207.96,1,4,8
402,-147.66582,-147.65721,12.6849,332.96,8,4,12
403,-257.62814,-257.60929,10.4771,509.09,18,2,20
404,-147.36923,-147.3559,0.6754,385.72,4,8,12
405,-108.45051,-108.43857,4.5539,298.19,4,4,10
406,-61.120443,-61.116459,7.6312,100.91,4,2,3
407,-33.480859,-33.476174,1.3077,101.9,1,1,4
408,-65.674683,-65.668953,1.7755,202.44,1,3,8
409,-86.945427,-86.939776,6.629,208.01,5,1,8
410,-148.58197,-148.57704,4.7817,382.8,8,1,16
411,-48.285748,-48.282955,0.647,99.9,1,3,4
412,-118.9197,-118.91168,0.0057,248.72,1,9,10
413,-172.06366,-172.05337,8.8676,382.59,8,4,16
415,-108.55522,-108.54689,4.2701,259.48,4,4,10
416,-371.89523,-371.86535,3.7218,786.92,25,6,27
417,-421.42622,-421.39226,9.7445,1018.88,12,18,40
418,-24.08739,-24.08099,1.0376,55.62,1,1,2
419,-130.73749,-130.72906,0,942.45,4,4,16
420,-41.30966,-41.306828,0.5909,119.19,1,2,4
421,-340.5674,-340.54365,7.8313,863.54,3,24,32
422,-37.934138,-37.931369,0.3904,90.94,2,1,3
423,-78.008943,-78.002177,7.1556,150.35,4,4,4
424,-171.16804,-171.15469,3.524,476.07,8,4,16
425,-65.66267,-65.658308,0,201.01,2,2,8
426,-83.597633,-83.592033,4.4852,225.3,2,4,8
427,-204.83236,-204.82231,3.9057,480.42,2,13,20
428,-172.10171,-172.09256,8.8198,380.24,8,4,16
429,-33.548666,-33.546901,1.2821,99.05,1,1,4
430,-42.195784,-42.19131,0.2212,118.46,2,1,4
431,-76.062885,-76.05812,0.5845,193.9,4,2,6
432,-415.15284,-415.12905,0.1746,919.24,1,35,32
433,-177.92476,-177.91269,0.0258,434.92,2,12,16
434,-57.164919,-57.162306,2.5393,174.73,1,3,6
435,-54.067429,-54.063008,0.0096,142.22,2,2,5
436,-123.54828,-123.54163,14.3741,200.62,9,3,6
437,-41.308495,-41.304551,0.4265,116.81,1,2,4
439,-432.79125,-432.76584,14.424,1322.05,9,20,50
440,-74.784331,-74.781636,1.2121,190.53,1,4,8
441,-48.412572,-48.40883,4.1346,125.75,1,4,3
442,-185.91029,-185.90013,0.7646,611.62,3,8,24
443,-65.549711,-65.544094,13.1649,113.23,6,1,2
444,-74.436372,-74.431482,0,166.48,2,4,6
445,-25.521427,-25.517393,0.6822,59.74,2,1,1
446,-40.319589,-40.317963,0,68.02,2,2,2
447,-24.490604,-24.487839,1.3211,65.36,1,1,2
448,-87.98078,-87.978772,1.6479,212.55,1,6,8
449,-170.67576,-170.66628,2.9337,468.82,8,4,16
450,-48.786027,-48.777323,0.0183,122.37,1,3,4
451,-55.252914,-55.245373,4.703,131.34,1,4,4
452,-185.68341,-185.66698,0.0461,432.35,3,12,16
453,-177.31515,-177.30908,0.6718,410.58,8,2,20
454,-450.40492,-450.37723,33.6184,1214.12,30,4,38
455,-59.304844,-59.302411,2.6036,150.19,2,2,6
456,-115.82623,-115.82118,4.6191,198.21,3,9,6
457,-160.99132,-160.97907,16.7463,477.29,4,8,16
458,-362.57164,-362.55138,4.7438,839.95,17,10,32
459,-328.32354,-328.2979,52.2813,536.64,16,20,12
460,-82.925968,-82.919751,2.2768,202.46,2,4,8
462,-260.46747,-260.44584,0,752.9,1,15,32
463,-76.461754,-76.458198,6.1206,216.93,4,1,8
464,-116.71572,-116.70929,2.9078,289.87,2,6,12
465,-64.790265,-64.788444,0.9097,211.35,1,3,8
466,-116.01497,-116.00745,3.8996,198.2,3,9,6
467,-90.775065,-90.772099,1.1264,237.11,1,5,10
468,-146.16343,-146.15251,6.3026,303.98,4,8,12
469,-106.98777,-106.98391,1.3323,282.91,1,6,12
470,-84.57295,-84.563941,8.2751,198.86,2,6,6
