index,F,E0,mag,vol,nFe,nCo,nS
1316,-337.26086,-337.23713,0.0004,956.74,16,8,32
1317,-75.652432,-75.648268,1.1128,203.91,2,3,8
1319,-158.51115,-158.50828,4.2558,388.82,3,8,16
1320,-184.74059,-184.73125,17.8209,456.6,12,1,16
1321,-113.07197,-113.06204,3.8731,282.87,6,1,12
1322,-65.908837,-65.902035,1.1189,188.26,1,3,8
1323,-120.73093,-120.72372,21.5692,213.72,4,10,4
1324,-62.227762,-62.224616,11.6514,143.1,4,1,5
1325,-131.59438,-131.58231,0.1094,359.55,4,6,12
1326,-506.47897,-506.43946,38.5641,1326.83,16,24,44
1327,-89.295529,-89.290055,4.0602,256.52,2,4,10
1328,-147.9309,-147.92054,38.0077,234.74,9,10,1
1329,-128.13593,-128.12707,9.6188,312.62,4,8,8
1330,-42.953645,-42.952341,0,129.27,2,1,4
1332,-232.56686,-232.54787,1.3875,502.95,16,4,16
1333,-116.34098,-116.33689,9.7022,231.11,6,4,8
1334,-113.58886,-113.57926,18.3733,180.63,9,3,4
1335,-79.021937,-79.012697,3.7957,197.35,2,4,8
1336,-39.649013,-39.647182,5.5852,69.9,2,2,2
1337,-40.691772,-40.690702,2.3856,119.92,1,2,4
1338,-41.503592,-41.500982,0.6239,114.35,1,2,4
1339,-247.04225,-247.02786,26.6081,628.42,14,3,24
1340,-159.29341,-159.28505,3.5409,418.28,4,7,16
1341,-258.96678,-258.94365,6.6779,690.65,6,14,24
1342,-148.27787,-148.27459,0.8484,571.7,3,5,20
1343,-203.65891,-203.64164,2.5541,485,1,14,20
1344,-107.80974,-107.80237,17.1731,176.43,4,8,4
1345,-97.40762,-97.401029,3.7756,224.98,2,6,8
1346,-40.869816,-40.866121,0.7845,123.01,1,2,4
1347,-237.92394,-237.9056,65.7693,503.39,13,20,3
1348,-101.24352,-101.23246,16.6564,293.41,4,8,6
1349,-153.26892,-153.2576,23.6318,245.86,12,4,6
1350,-124.39604,-124.39222,0.4584,218.54,6,6,7
1351,-51.058976,-51.055103,0.0046,121.1,3,1,4
1352,-120.83004,-120.81985,6.7173,290.79,6,2,12
1353,-288.96893,-288.95322,10.4632,742.39,16,4,28
1354,-224.22024,-224.20807,0.0013,481.98,4,16,16
1355,-134.23408,-134.22161,0.0223,357.58,6,4,12
1356,-313.94398,-313.91243,0.0061,966.22,2,24,28
1357,-149.50289,-149.49178,1.1361,498.71,6,4,16
1358,-51.052257,-51.047822,0.6885,121.67,3,1,4
1359,-23.892193,-23.887582,2.7194,59.16,1,1,2
1360,-51.059954,-51.055914,0.0611,120.6,3,1,4
1361,-316.03447,-316.0116,42.8852,735.9,14,10,28
1362,-150.52905,-150.52184,1.0747,436.39,6,4,16
1363,-207.41629,-207.40444,5.3157,492.15,11,3,20
1364,-103.1747,-103.1716,3.9548,244.48,7,1,8
1365,-38.715991,-38.713528,4.779,93.05,3,1,2
1366,-420.60175,-420.57318,12.4563,1178.11,4,30,38
1367,-83.542837,-83.537557,7.4495,217.44,2,6,6
1368,-73.303821,-73.295089,1.1194,192.24,2,4,6
1369,-170.37885,-170.37234,2.4534,452.06,1,12,16
1370,-241.65042,-241.63169,2.6223,616.44,13,3,24
1371,-232.63222,-232.62457,10.4134,627.81,4,12,24
1372,-185.72913,-185.71675,10.3578,392.34,12,4,12
1373,-419.53425,-419.51088,10.4859,1039.45,22,7,40
1374,-423.49593,-423.46212,1.77,1278.39,6,26,42
1375,-174.33616,-174.33184,4.1137,577.94,9,1,20
1376,-201.25446,-201.23489,20.2911,360.84,18,8,2
1377,-42.073258,-42.071864,0.3332,112.63,2,1,4
1378,-66.640492,-66.637118,0,181.65,3,2,6
1379,-77.324298,-77.316014,2.327,130.15,2,6,4
1380,-175.32417,-175.30724,0,551.37,6,6,18
1381,-116.06765,-116.05789,2.9996,291.91,2,6,12
1382,-68.305838,-68.299632,0.902,173.57,4,1,6
1383,-131.91794,-131.90967,2.1256,395.63,2,6,16
1384,-179.27332,-179.26139,9.7176,371.18,8,8,12
1385,-135.38724,-135.38263,3.6923,523.78,2,8,14
1386,-59.298318,-59.296427,2.6372,149.79,2,2,6
1387,-175.64014,-175.62579,0.1113,377.23,4,12,12
1388,-326.8816,-326.86029,3.1412,838.93,8,16,32
1389,-39.515156,-39.5128,0.0412,162.62,1,1,6
1390,-85.055115,-85.052659,5.0002,261.58,4,1,10
1391,-117.79609,-117.79146,0,320.04,4,4,12
1392,-40.870415,-40.866692,0.7989,122.98,1,2,4
1393,-129.1685,-129.15958,3.6951,254.33,9,1,10
1394,-103.27788,-103.27345,1.8604,241.56,5,2,10
1395,-57.983967,-57.979844,0.2554,184.9,2,2,6
1396,-306.96354,-306.94056,0.408,718.25,9,14,28
1397,-112.9958,-112.98722,1.8389,365.96,2,6,12
1398,-50.984216,-50.978886,0.35,121.24,3,1,4
1399,-75.77569,-75.769918,0.3855,177.35,4,2,6
1400,-127.45786,-127.45004,3.6023,304.29,8,2,10
1402,-189.11625,-189.10368,0,528.29,3,10,20
1403,-36.865717,-36.863621,0.3169,91.32,1,2,3
1405,-86.209877,-86.204908,8.0093,222.28,4,2,8
1406,-172.58761,-172.56869,1.1294,386.54,6,10,12
1407,-144.3109,-144.30162,0.0763,477.32,8,2,14
1408,-238.43027,-238.41985,4.2971,498.09,16,4,16
1409,-153.33856,-153.32724,0.1918,336.51,8,4,12
1410,-151.05826,-151.04601,31.248,257.76,9,7,6
1412,-130.24406,-130.23625,8.2622,287.59,7,2,12
1413,-77.140534,-77.133722,6.234,202.79,4,1,8
1414,-80.881524,-80.872988,6.3409,182.71,3,4,6
1415,-164.14119,-164.13427,6.3114,404.77,8,3,16
1416,-521.50195,-521.47519,0.4266,1256.49,5,36,48
1417,-356.99905,-356.97345,37.897,875.26,24,5,28
1418,-80.064029,-80.060445,3.0601,211.93,1,5,8
Co2S3,-172.02994,-172.02994,0.0001,419.86194239686455,0,12,18
Co3S,-49.042875,-49.042875,9.9107,90.55015862220748,0,6,2
Co3S4,-327.05519,-327.05519,0,796.6411283817333,0,24,32
Co9S8,-420.65759,-420.65759,0.0034,941.0500046381705,0,36,32
CoS,-23.61339,-23.61339,0.0005,49.70859636987237,0,2,2
CoS2,-65.795087,-65.795087,4,166.77433816176855,0,4,8
Fe(CoS)8,-425.62879,-425.62879,0.0055,930.8794724518789,4,32,32
Fe11Co5,-127.99877,-127.99877,36.7415,184.4683594044262,11,5,0
Fe13Co3,-129.99381,-129.99381,36.9212,184.17122392720984,13,3,0
Fe15Co,-131.97205,-131.97205,35.4109,182.29364306685906,15,1,0
Fe2S3,-185.9569,-185.9569,11.6013,424.3041974364402,12,0,18
Fe3Co,-32.251571,-32.251571,9.1348,46.16395424367403,3,1,0
Fe3S,-117.8511,-117.8511,26.4981,187.78833648740965,12,0,4
Fe3S4,-350.5287,-350.5287,34.348,838.7500643450619,24,0,32
Fe4S5,-115.97965,-115.97965,0.0478,641.8420581,8,0,10
Fe5Co3,-126.92542,-126.92542,36.9631,184.75430322646628,10,6,0
Fe7Co,-131.01114,-131.01114,36.9552,184.24464570545084,14,2,0
Fe9Co7,-125.6884,-125.6884,36.4445,184.42700506112354,9,7,0
FeCo,-15.55538,-15.55538,4.4702,22.957128435155383,1,1,0
FeCo3,-28.846006,-28.846006,0.4999,41.62050629,1,3,0
FeCo3S8,-202.19553,-202.19553,9,494.84059972189385,3,9,24
FeCoS2,-24.758899,-24.758899,0.0001,49.493079196454666,1,1,2
FeCoS4,-68.981148,-68.981148,2,162.34237021207204,2,2,8
FeS,-26.928898,-26.928898,0,68.05301489638059,2,0,2
FeS2,-36.254592,-36.254592,0,81.51311080707465,2,0,4
