index,F,E0,mag,vol,nFe,nCo,nS,Eform,Ehull,Js
1268,-172.716150,-172.704090,1.539400,399.790000,8,4,16,-0.447903,0.088393,0.044874
1269,-24.718794,-24.716863,1.799900,66.780000,1,1,2,-0.313169,0.237653,0.314108
1270,-93.789037,-93.783234,0.419500,225.430000,4,3,8,-0.454278,0.089766,0.021687
1271,-593.317720,-593.275520,51.929500,1531.900000,24,24,48,-0.313907,0.236916,0.395058
1272,-66.196057,-66.194795,14.214500,107.330000,6,2,1,0.178702,0.384325,1.543433
1273,-163.216160,-163.205430,2.484700,387.650000,1,11,16,-0.465816,0.068165,0.074698
1274,-251.458020,-251.443770,5.361600,624.280000,14,3,24,-0.371464,0.153842,0.100090
1275,-41.134119,-41.132253,1.971500,133.210000,1,2,4,-0.360022,0.190870,0.172479
1276,-86.027740,-86.017374,6.101300,207.230000,4,2,8,-0.423998,0.112298,0.343121
1277,-221.092380,-221.083680,0.166400,763.390000,12,4,20,-0.309314,0.220922,0.002540
1278,-536.135180,-536.046140,0.292300,773.320000,22,50,3,0.049145,0.202904,0.004405
1279,-337.290780,-337.273430,1.385400,838.160000,20,3,32,-0.329475,0.192550,0.019263
1280,-66.269722,-66.264965,2.492800,171.660000,2,3,6,-0.380789,0.175987,0.169237
1281,-360.691290,-360.662480,0.009600,922.050000,2,24,38,-0.340332,0.174213,0.000121
1282,-84.124843,-84.112621,2.983900,229.430000,3,2,10,-0.272484,0.211121,0.151569
1283,-109.852650,-109.844130,18.358900,182.320000,6,6,4,-0.131248,0.240030,1.173518
1284,-65.454027,-65.446072,0.002000,183.240000,2,3,6,-0.306344,0.250432,0.000127
1285,-180.822090,-180.815470,4.707400,414.110000,12,1,16,-0.277607,0.239637,0.132478
1286,-416.990250,-416.968760,40.613000,1047.860000,24,5,40,-0.257029,0.267891,0.451689
1287,-83.194782,-83.183357,2.900000,234.510000,2,3,10,-0.305773,0.161170,0.144117
1288,-218.840320,-218.826930,13.395700,476.330000,13,2,20,-0.409647,0.112320,0.327744
1289,-446.185900,-446.154880,0.046600,979.170000,8,32,32,-0.375769,0.180878,0.000555
1290,-96.075838,-96.066851,4.987300,248.580000,1,8,7,-0.233648,0.327863,0.233817
1291,-90.472167,-90.467263,9.501700,282.350000,4,2,10,-0.132852,0.398936,0.392185
1292,-144.410350,-144.402970,16.199800,244.940000,4,12,6,-0.168413,0.240974,0.770775
1293,-166.461460,-166.450490,2.604900,397.120000,4,8,16,-0.428647,0.122246,0.076445
1294,-93.778258,-93.772420,0.434300,225.950000,4,3,8,-0.453557,0.090487,0.022400
1295,-166.016460,-166.004150,4.160600,451.770000,3,9,16,-0.463727,0.081528,0.107329
1296,-65.453176,-65.445319,0.286100,183.300000,2,3,6,-0.306276,0.250501,0.018190
1297,-73.200101,-73.194067,0.022500,184.080000,2,4,6,-0.352509,0.212245,0.001424
1298,-332.911870,-332.899340,12.509300,880.210000,5,24,28,-0.181938,0.397065,0.165624
1299,-75.007378,-75.002843,5.158000,122.780000,6,1,4,-0.154277,0.253422,0.489588
1300,-80.748949,-80.744870,0.943300,135.190000,4,4,4,-0.284050,0.151197,0.081317
1301,-83.852228,-83.843365,7.581400,133.440000,3,8,1,0.028080,0.221505,0.662126
1302,-381.501290,-381.452910,20.404600,572.960000,26,23,3,0.107251,0.323261,0.415032
1303,-31.378072,-31.375166,3.679700,70.330000,1,2,2,-0.204662,0.303426,0.609746
1304,-223.758140,-223.743000,2.651900,547.330000,7,10,20,-0.379729,0.176404,0.056466
1305,-593.772610,-593.736450,35.358000,1449.000000,24,24,48,-0.318708,0.232114,0.284378
1306,-446.300640,-446.244080,4.280100,644.380000,40,14,6,0.126917,0.325854,0.077409
1307,-42.995865,-42.992393,2.768600,96.280000,2,1,4,-0.421671,0.114626,0.335121
1308,-137.224060,-137.215470,7.202200,429.350000,6,2,16,-0.310857,0.185244,0.195493
1309,-41.258674,-41.255247,1.025600,68.010000,3,1,2,-0.193085,0.206056,0.175745
1310,-51.449886,-51.447710,0.000000,110.890000,3,1,4,-0.386342,0.143583,0.000000
1311,-166.678620,-166.672070,9.061100,442.500000,8,4,16,-0.232474,0.303822,0.238641
1312,-96.680833,-96.675860,4.458600,189.050000,3,6,6,-0.374686,0.133401,0.274852
1313,-97.385545,-97.381070,5.413000,217.380000,2,6,8,-0.398846,0.172874,0.290199
1314,-452.592680,-452.558180,31.835800,986.300000,35,1,32,-0.329957,0.155249,0.376170
1315,-145.246890,-145.238260,12.359200,236.570000,12,2,7,-0.131275,0.247722,0.608847
1316,-337.260860,-337.237130,0.000400,956.740000,16,8,32,-0.301992,0.234304,0.000005
1317,-75.652432,-75.648268,1.112800,203.910000,2,3,8,-0.408596,0.114479,0.063600
1319,-158.511150,-158.508280,4.255800,388.820000,3,8,16,-0.458377,0.073276,0.127559
1320,-184.740590,-184.731250,17.820900,456.600000,12,1,16,-0.412634,0.104611,0.454853
1321,-113.071970,-113.062040,3.873100,282.870000,6,1,12,-0.353436,0.170627,0.159569
1322,-65.908837,-65.902035,1.118900,188.260000,1,3,8,-0.323482,0.130965,0.069264
1323,-120.730930,-120.723720,21.569200,213.720000,4,10,4,-0.114523,0.245084,1.176160
1324,-62.227762,-62.224616,11.651400,143.100000,4,1,5,-0.142125,0.383621,0.948890
1325,-131.594380,-131.582310,0.109400,359.550000,4,6,12,-0.337716,0.219061,0.003546
1326,-506.478970,-506.439460,38.564100,1326.830000,16,24,44,-0.313687,0.244235,0.338723
1327,-89.295529,-89.290055,4.060200,256.520000,2,4,10,-0.237851,0.269241,0.184461
1328,-147.930900,-147.920540,38.007700,234.740000,9,10,1,-0.003361,0.216453,1.886956
1329,-128.135930,-128.127070,9.618800,312.620000,4,8,8,-0.335982,0.172105,0.358576
1330,-42.953645,-42.952341,0.000000,129.270000,2,1,4,-0.415949,0.120347,0.000000
1332,-232.566860,-232.547870,1.387500,502.950000,16,4,16,-0.162635,0.321799,0.032150
1333,-116.340980,-116.336890,9.702200,231.110000,6,4,8,-0.324867,0.183639,0.489248
1334,-113.588860,-113.579260,18.373300,180.630000,9,3,4,-0.096831,0.233828,1.185427
1335,-79.021937,-79.012697,3.795700,197.350000,2,4,8,-0.127750,0.423142,0.224147
1336,-39.649013,-39.647182,5.585200,69.900000,2,2,2,-0.163175,0.272073,0.931191
1337,-40.691772,-40.690702,2.385600,119.920000,1,2,4,-0.296944,0.253949,0.231837
1338,-41.503592,-41.500982,0.623900,114.350000,1,2,4,-0.412698,0.138195,0.063585
1339,-247.042250,-247.027860,26.608100,628.420000,14,3,24,-0.263759,0.261547,0.493448
1340,-159.293410,-159.285050,3.540900,418.280000,4,7,16,-0.434235,0.103264,0.098656
1341,-258.966780,-258.943650,6.677900,690.650000,6,14,24,-0.306721,0.257655,0.112683
1342,-148.277870,-148.274590,0.848400,571.700000,3,5,20,-0.224465,0.173987,0.017295
1343,-203.658910,-203.641640,2.554100,485.000000,1,14,20,-0.465588,0.067266,0.061372
1344,-107.809740,-107.802370,17.173100,176.430000,4,8,4,-0.182213,0.213990,1.134367
1345,-97.407620,-97.401029,3.775600,224.980000,2,6,8,-0.400093,0.171627,0.195578
1346,-40.869816,-40.866121,0.784500,123.010000,1,2,4,-0.322003,0.228889,0.074324
1347,-237.923940,-237.905600,65.769300,503.390000,13,20,3,0.565272,0.797744,1.522636
1348,-101.243520,-101.232460,16.656400,293.410000,4,8,6,0.661930,1.121205,0.661582
1349,-153.268920,-153.257600,23.631800,245.860000,12,4,6,-0.051405,0.297931,1.120176
1350,-124.396040,-124.392220,0.458400,218.540000,6,6,7,-0.224090,0.238093,0.024445
1351,-51.058976,-51.055103,0.004600,121.100000,3,1,4,-0.337266,0.192659,0.000443
1352,-120.830040,-120.819850,6.717300,290.790000,6,2,12,-0.379271,0.151214,0.269211
1353,-288.968930,-288.953220,10.463200,742.390000,16,4,28,-0.264558,0.262351,0.164252
1354,-224.220240,-224.208070,0.001300,481.980000,4,16,16,-0.407175,0.149472,0.000031
1355,-134.234080,-134.221610,0.022300,357.580000,6,4,12,-0.327811,0.213768,0.000727
1356,-313.943980,-313.912430,0.006100,966.220000,2,24,28,-0.302452,0.267310,0.000074
1357,-149.502890,-149.491780,1.136100,498.710000,6,4,16,-0.229290,0.305927,0.026549
1358,-51.052257,-51.047822,0.688500,121.670000,3,1,4,-0.336356,0.193569,0.065947
1359,-23.892193,-23.887582,2.719400,59.160000,1,1,2,-0.105849,0.444974,0.535701
1360,-51.059954,-51.055914,0.061100,120.600000,3,1,4,-0.337368,0.192558,0.005904
1361,-316.034470,-316.011600,42.885200,735.900000,14,10,28,-0.289686,0.253314,0.679151
1362,-150.529050,-150.521840,1.074700,436.390000,6,4,16,-0.268907,0.266309,0.028701
1363,-207.416290,-207.404440,5.315700,492.150000,11,3,20,-0.372353,0.155608,0.125875
1364,-103.174700,-103.171600,3.954800,244.480000,7,1,8,-0.314316,0.205161,0.188521
1365,-38.715991,-38.713528,4.779000,93.050000,3,1,2,0.230534,0.629676,0.598547
1366,-420.601750,-420.573180,12.456300,1178.110000,4,30,38,-0.329630,0.236830,0.123220
1367,-83.542837,-83.537557,7.449500,217.440000,2,6,6,-0.057018,0.482286,0.399269
1368,-73.303821,-73.295089,1.119400,192.240000,2,4,6,-0.360928,0.203826,0.067861
1369,-170.378850,-170.372340,2.453400,452.060000,1,12,16,-0.459382,0.087652,0.063248
1370,-241.650420,-241.631690,2.622300,616.440000,13,3,24,-0.343356,0.182950,0.049576
1371,-232.632220,-232.624570,10.413400,627.810000,4,12,24,-0.439613,0.085305,0.193304
1372,-185.729130,-185.716750,10.357800,392.340000,12,4,12,-0.314619,0.162789,0.307668
1373,-419.534250,-419.510880,10.485900,1039.450000,22,7,40,-0.335281,0.194486,0.117565
1374,-423.495930,-423.462120,1.770000,1278.390000,6,26,42,-0.284054,0.259684,0.016136
1375,-174.336160,-174.331840,4.113700,577.940000,9,1,20,-0.333177,0.175420,0.082952
1376,-201.254460,-201.234890,20.291100,360.840000,18,8,2,0.422131,0.612696,0.655342
1377,-42.073258,-42.071864,0.333200,112.630000,2,1,4,-0.290166,0.246130,0.034477
1378,-66.640492,-66.637118,0.000000,181.650000,3,2,6,-0.284748,0.256830,0.000000
1379,-77.324298,-77.316014,2.327000,130.150000,2,6,4,-0.236413,0.233280,0.208367
1380,-175.324170,-175.307240,0.000000,551.370000,6,6,18,-0.324714,0.215989,0.000000
1381,-116.067650,-116.057890,2.999600,291.910000,2,6,12,-0.426894,0.098025,0.119754
1382,-68.305838,-68.299632,0.902000,173.570000,4,1,6,-0.306013,0.220367,0.060563
1383,-131.917940,-131.909670,2.125600,395.630000,2,6,16,-0.327882,0.126565,0.062614
1384,-179.273320,-179.261390,9.717600,371.180000,8,8,12,-0.288156,0.220199,0.305107
1385,-135.387240,-135.382630,3.692300,523.780000,2,8,14,-0.242793,0.290700,0.082153
1386,-59.298318,-59.296427,2.637200,149.790000,2,2,6,-0.410782,0.129921,0.205181
1387,-175.640140,-175.625790,0.111300,377.230000,4,12,12,-0.362400,0.176904,0.003438
1388,-326.881600,-326.860290,3.141200,838.930000,8,16,32,-0.320777,0.230116,0.043636
1389,-39.515156,-39.512800,0.041200,162.620000,1,1,6,0.058983,0.415438,0.002953
1390,-85.055115,-85.052659,5.000200,261.580000,4,1,10,-0.239913,0.260353,0.222772
1391,-117.796090,-117.791460,0.000000,320.040000,4,4,12,-0.370712,0.169991,0.000000
1392,-40.870415,-40.866692,0.798900,122.980000,1,2,4,-0.322085,0.228808,0.075707
1393,-129.168500,-129.159580,3.695100,254.330000,9,1,10,-0.306212,0.211174,0.169319
1394,-103.277880,-103.273450,1.860400,241.560000,5,2,10,-0.389149,0.143729,0.089755
1395,-57.983967,-57.979844,0.255400,184.900000,2,2,6,-0.279123,0.261580,0.016098
1396,-306.963540,-306.940560,0.408000,718.250000,9,14,28,-0.392614,0.164629,0.006620
1397,-112.995800,-112.987220,1.838900,365.960000,2,6,12,-0.273360,0.251558,0.058560
1398,-50.984216,-50.978886,0.350000,121.240000,3,1,4,-0.327739,0.202186,0.033643
1399,-75.775690,-75.769918,0.385500,177.350000,4,2,6,-0.329063,0.207828,0.025332
1400,-127.457860,-127.450040,3.602300,304.290000,8,2,10,-0.292165,0.233580,0.137965
1402,-189.116250,-189.103680,0.000000,528.290000,3,10,20,-0.384113,0.132888,0.000000
1403,-36.865717,-36.863621,0.316900,91.320000,1,2,3,-0.396941,0.167814,0.040442
1405,-86.209877,-86.204908,8.009300,222.280000,4,2,8,-0.437394,0.098903,0.419925
1406,-172.587610,-172.568690,1.129400,386.540000,6,10,12,-0.151174,0.372655,0.034051
1407,-144.310900,-144.301620,0.076300,477.320000,8,2,14,-0.257267,0.269642,0.001863
1408,-238.430270,-238.419850,4.297100,498.090000,16,4,16,-0.325746,0.158688,0.100541
1409,-153.338560,-153.327240,0.191800,336.510000,8,4,12,-0.403538,0.133353,0.006642
1410,-151.058260,-151.046010,31.248000,257.760000,9,7,6,-0.145687,0.233190,1.412811
1412,-130.244060,-130.236250,8.262200,287.590000,7,2,12,-0.413598,0.114738,0.334811
1413,-77.140534,-77.133722,6.234000,202.790000,4,1,8,-0.303077,0.224280,0.358259
1414,-80.881524,-80.872988,6.340900,182.710000,3,4,6,-0.276366,0.265629,0.404451
1415,-164.141190,-164.134270,6.311400,404.770000,8,3,16,-0.402191,0.129801,0.181717
1416,-521.501950,-521.475190,0.426600,1256.490000,5,36,48,-0.378560,0.180234,0.003957
1417,-356.999050,-356.973450,37.897000,875.260000,24,5,28,-0.128090,0.392257,0.504598
1418,-80.064029,-80.060445,3.060100,211.930000,1,5,8,-0.304632,0.234986,0.168275
Co2S3,-172.029940,-172.029940,0.000100,419.861942,0,12,18,-0.501191,0.000000,0.000003
Co3S,-49.042875,-49.042875,9.910700,90.550159,0,6,2,0.067925,0.384625,1.275535
Co3S4,-327.055190,-327.055190,0.000000,796.641128,0,24,32,-0.528343,0.000000,0.000000
Co9S8,-420.657590,-420.657590,0.003400,941.050005,0,36,32,-0.596141,0.000000,0.000042
CoS,-23.613390,-23.613390,0.000500,49.708596,0,2,2,-0.394452,0.181915,0.000117
CoS2,-65.795087,-65.795087,4.000000,166.774338,0,4,8,-0.433620,0.000000,0.279517
Fe(CoS)8,-425.628790,-425.628790,0.005500,930.879472,4,32,32,-0.585211,0.000000,0.000069
Fe11Co5,-127.998770,-127.998770,36.741500,184.468359,11,5,0,-0.130087,0.000000,2.321199
Fe13Co3,-129.993810,-129.993810,36.921200,184.171224,13,3,0,-0.076201,0.001851,2.336315
Fe15Co,-131.972050,-131.972050,35.410900,182.293643,15,1,0,-0.021266,0.004751,2.263825
Fe2S3,-185.956900,-185.956900,11.601300,424.304197,12,0,18,-0.393982,0.119786,0.318645
Fe3Co,-32.251571,-32.251571,9.134800,46.163954,3,1,0,-0.103769,0.000301,2.306075
Fe3S,-117.851100,-117.851100,26.498100,187.788336,12,0,4,-0.095958,0.158556,1.644461
Fe3S4,-350.528700,-350.528700,34.348000,838.750064,24,0,32,-0.335255,0.177158,0.477250
Fe4S5,-115.979650,-115.979650,0.047800,641.842058,8,0,10,-0.452681,0.058980,0.000868
Fe5Co3,-126.925420,-126.925420,36.963100,184.754303,10,6,0,-0.152290,0.000000,2.331585
Fe7Co,-131.011140,-131.011140,36.955200,184.244646,14,2,0,-0.050497,0.001538,2.337535
Fe9Co7,-125.688400,-125.688400,36.444500,184.427005,9,7,0,-0.164264,0.000000,2.302952
FeCo,-15.555380,-15.555380,4.470200,22.957128,1,1,0,-0.175717,0.000000,2.269273
FeCo3,-28.846006,-28.846006,0.499900,41.620506,1,3,0,0.033322,0.121180,0.139976
FeCo3S8,-202.195530,-202.195530,9.000000,494.840600,3,9,24,-0.448189,0.006258,0.211960
FeCoS2,-24.758899,-24.758899,0.000100,49.493079,1,1,2,-0.323678,0.227144,0.000024
FeCoS4,-68.981148,-68.981148,2.000000,162.342370,2,2,8,-0.461025,0.014249,0.143574
FeS,-26.928898,-26.928898,0.000000,68.053015,2,0,2,-0.509028,0.000000,0.000000
FeS2,-36.254592,-36.254592,0.000000,81.513111,2,0,4,-0.516928,0.000000,0.000000
