index,F,E0,mag,vol,nFe,nCo,nS,Eform,Ehull,Js
324,-130.213690,-130.205860,0.322600,324.680000,4,6,12,-0.275150,0.281627,0.011579
325,-97.743573,-97.730312,3.442200,147.500000,6,6,2,0.125258,0.413674,0.271970
326,-91.547772,-91.545908,4.375000,288.030000,2,4,10,-0.378842,0.128250,0.177018
327,-153.272380,-153.263890,2.703600,336.040000,8,4,12,-0.400899,0.135992,0.093762
328,-426.906170,-426.875140,6.778600,1042.870000,18,12,40,-0.418934,0.122139,0.075751
329,-65.336232,-65.331031,0.506100,198.350000,2,2,8,-0.156849,0.318425,0.029736
330,-637.097110,-637.054920,35.307900,1533.650000,42,8,50,-0.261640,0.260762,0.268301
331,-326.922070,-326.899460,3.680900,942.130000,3,17,40,-0.327590,0.118526,0.045532
332,-53.933222,-53.927587,0.023100,136.730000,2,2,5,-0.318788,0.230024,0.001969
333,-115.629260,-115.623270,1.301900,236.240000,6,4,8,-0.285221,0.223284,0.064225
334,-78.320229,-78.314022,3.521700,187.780000,4,1,8,-0.393869,0.133488,0.218565
335,-39.235641,-39.232833,0.007500,67.890000,1,3,2,-0.332217,0.137476,0.001287
336,-82.685292,-82.680413,2.401900,204.250000,1,5,8,-0.491773,0.047845,0.137047
337,-91.496182,-91.489546,5.318700,192.120000,8,2,4,0.381177,0.730973,0.322634
338,-42.195678,-42.193267,0.487800,123.530000,2,1,4,-0.307510,0.228786,0.046020
339,-60.241097,-60.235881,3.394000,145.750000,3,1,6,-0.361867,0.168619,0.271382
340,-87.684289,-87.680812,5.327800,190.690000,2,6,6,-0.352965,0.186339,0.325610
341,-132.306730,-132.298720,13.123100,270.790000,8,4,8,-0.258844,0.205916,0.564782
342,-41.299561,-41.295183,0.570200,98.010000,1,2,4,-0.383298,0.167595,0.067801
343,-54.239499,-54.233634,0.182100,142.050000,2,2,5,-0.352794,0.196018,0.014940
344,-84.027791,-84.020964,3.180600,122.070000,8,2,1,0.037700,0.205937,0.303653
345,-46.049120,-46.041334,0.861800,101.470000,1,3,4,-0.067696,0.504025,0.098980
346,-50.340921,-50.336762,3.070300,228.160000,2,1,6,-0.226203,0.262956,0.156826
347,-280.113220,-280.098600,12.511000,652.720000,18,4,22,-0.272553,0.251673,0.223379
348,-43.010517,-43.007630,2.452400,96.070000,2,1,4,-0.423847,0.112449,0.297496
349,-167.918110,-167.915590,11.036900,465.250000,8,4,16,-0.276885,0.259411,0.276464
350,-242.275380,-242.261060,11.068700,603.500000,12,4,24,-0.394805,0.135680,0.213745
351,-626.638810,-626.562680,48.764500,994.430000,21,60,9,-0.016550,0.192131,0.571488
352,-256.941620,-256.926050,1.213400,674.640000,12,6,24,-0.397187,0.139109,0.020961
353,-41.010924,-41.007595,0.101200,112.730000,1,2,4,-0.342214,0.208679,0.010462
354,-56.562622,-56.554614,4.463600,179.180000,2,2,6,-0.136600,0.404103,0.290317
355,-172.231650,-172.219590,0.068900,400.430000,4,10,14,-0.437718,0.131017,0.002005
356,-170.366880,-170.355480,0.611000,408.010000,8,4,16,-0.364024,0.172272,0.017452
357,-51.018354,-51.013316,7.501200,108.230000,4,1,3,0.191227,0.617840,0.807719
358,-76.069040,-76.060925,0.698900,132.460000,1,7,4,-0.250872,0.200680,0.061490
359,-84.997207,-84.993122,4.108100,204.890000,3,3,8,-0.452880,0.095357,0.233667
360,-67.546927,-67.542177,4.681500,209.550000,3,1,8,-0.222060,0.274040,0.260360
361,-113.012950,-113.006310,8.323300,240.940000,8,1,8,-0.385146,0.110861,0.402591
362,-68.830162,-68.826807,1.925900,161.860000,2,2,8,-0.448163,0.027111,0.138667
363,-54.739850,-54.737507,0.020700,123.800000,1,4,4,-0.261118,0.295528,0.001949
364,-128.517960,-128.507060,1.117100,261.740000,4,8,8,-0.354981,0.153106,0.049739
365,-184.678280,-184.664380,4.136000,473.230000,3,11,18,-0.300282,0.248863,0.101856
366,-48.671187,-48.668027,0.825400,152.240000,1,2,6,-0.199521,0.261868,0.063185
367,-382.796910,-382.777030,43.532200,974.330000,24,7,32,-0.044586,0.483393,0.520693
368,-23.942061,-23.939040,2.935300,53.680000,1,1,2,-0.118714,0.432109,0.637261
369,-235.742290,-235.721820,9.675700,630.360000,7,9,24,-0.409900,0.126857,0.178884
370,-217.814800,-217.808960,9.348200,586.980000,12,1,24,-0.324409,0.196183,0.185602
371,-153.167160,-153.154310,0.531700,344.530000,8,4,12,-0.396333,0.140558,0.017985
372,-113.030430,-113.022050,20.537700,178.930000,8,4,4,-0.151293,0.192906,1.337661
373,-56.165629,-56.162200,6.939300,90.660000,3,4,1,0.058429,0.344389,0.892026
374,-40.135021,-40.130196,1.584900,111.180000,1,2,4,-0.216871,0.334021,0.166132
375,-77.143682,-77.136927,6.205500,201.840000,4,1,8,-0.303323,0.224034,0.358300
376,-72.964732,-72.958121,1.989700,221.000000,2,4,6,-0.332847,0.231907,0.104923
377,-48.764972,-48.760014,1.561800,229.560000,1,2,6,-0.209742,0.251647,0.079288
378,-174.014450,-174.005300,16.998500,445.470000,9,3,16,-0.443354,0.086972,0.444702
379,-123.382000,-123.369910,10.408500,225.950000,11,2,4,-0.093828,0.194689,0.536850
380,-149.871510,-149.868270,6.001000,426.850000,4,6,16,-0.353663,0.169412,0.163842
381,-23.349703,-23.347720,0.015800,58.350000,1,1,2,0.029116,0.579939,0.003156
382,-118.431390,-118.425800,0.459000,346.900000,4,4,12,-0.402429,0.138274,0.015420
383,-48.787459,-48.786125,0.723800,114.470000,2,2,4,-0.232219,0.318603,0.073689
384,-918.385080,-918.328510,42.516700,2392.220000,16,48,96,-0.363552,0.161366,0.207127
385,-60.142636,-60.139383,17.978900,96.310000,6,1,1,0.097007,0.276299,2.175550
386,-69.098787,-69.092317,1.139700,123.530000,1,6,4,-0.266321,0.226282,0.107522
387,-76.166598,-76.162211,7.881000,207.870000,4,1,8,-0.228345,0.299012,0.441842
388,-165.555940,-165.548850,6.033100,471.360000,8,4,16,-0.192359,0.343937,0.149164
389,-163.228760,-163.218520,2.464100,384.190000,1,11,16,-0.466284,0.067697,0.074746
390,-58.067479,-58.061155,4.035400,131.320000,1,4,5,-0.154359,0.421540,0.358124
391,-84.463444,-84.455574,10.687600,210.850000,5,1,8,-0.210398,0.313957,0.590723
392,-368.403340,-368.387710,23.851000,997.490000,22,3,36,-0.263645,0.257878,0.278661
395,-24.939466,-24.938312,0.418900,61.180000,1,1,2,-0.368532,0.182291,0.079795
396,-41.547408,-41.545658,0.000000,96.790000,1,2,4,-0.419080,0.131812,0.000000
397,-197.702660,-197.693410,4.144800,521.330000,10,3,20,-0.341372,0.187882,0.092655
398,-104.982450,-104.979480,1.997200,247.560000,4,2,12,-0.465422,0.023736,0.094020
399,-122.148070,-122.126600,1.086200,165.270000,12,3,1,0.153864,0.295545,0.076594
400,-119.425470,-119.418880,6.829700,195.870000,6,6,6,-0.189693,0.245554,0.406360
401,-71.385067,-71.379158,2.422100,207.960000,1,4,8,-0.190095,0.314727,0.135734
402,-147.665820,-147.657210,12.684900,332.960000,8,4,12,-0.167287,0.369604,0.443989
403,-257.628140,-257.609290,10.477100,509.090000,18,2,20,-0.288465,0.228921,0.239841
404,-147.369230,-147.355900,0.675400,385.720000,4,8,12,-0.392833,0.171921,0.020406
405,-108.450510,-108.438570,4.553900,298.190000,4,4,10,-0.351199,0.197613,0.177979
406,-61.120443,-61.116459,7.631200,100.910000,4,2,3,-0.187295,0.223882,0.881325
407,-33.480859,-33.476174,1.307700,101.900000,1,1,4,-0.291958,0.183316,0.149559
408,-65.674683,-65.668953,1.775500,202.440000,1,3,8,-0.304059,0.150388,0.102212
409,-86.945427,-86.939776,6.629000,208.010000,5,1,8,-0.387841,0.136514,0.371399
410,-148.581970,-148.577040,4.781700,382.800000,8,1,16,-0.363090,0.159260,0.145575
411,-48.285748,-48.282955,0.647000,99.900000,1,3,4,-0.347898,0.223822,0.075477
412,-118.919700,-118.911680,0.005700,248.720000,1,9,10,-0.365258,0.219001,0.000267
413,-172.063660,-172.053370,8.867600,382.590000,8,4,16,-0.424663,0.111633,0.270116
415,-108.555220,-108.546890,4.270100,259.480000,4,4,10,-0.357217,0.191595,0.191784
416,-371.895230,-371.865350,3.721800,786.920000,25,6,27,-0.191711,0.309522,0.055119
417,-421.426220,-421.392260,9.744500,1018.880000,12,18,40,-0.463058,0.092344,0.111459
418,-24.087390,-24.080990,1.037600,55.620000,1,1,2,-0.154201,0.396622,0.217408
419,-130.737490,-130.729060,0.000000,942.450000,4,4,16,-0.159640,0.315634,0.000000
420,-41.309660,-41.306828,0.590900,119.190000,1,2,4,-0.384962,0.165931,0.057777
421,-340.567400,-340.543650,7.831300,863.540000,3,24,32,-0.307235,0.248669,0.105689
422,-37.934138,-37.931369,0.390400,90.940000,2,1,3,-0.336798,0.200093,0.050030
423,-78.008943,-78.002177,7.155600,150.350000,4,4,4,-0.055493,0.379755,0.554651
424,-171.168040,-171.154690,3.524000,476.070000,8,4,16,-0.392568,0.143729,0.086267
425,-65.662670,-65.658308,0.000000,201.010000,2,2,8,-0.184122,0.291152,0.000000
426,-83.597633,-83.592033,4.485200,225.300000,2,4,8,-0.454846,0.096047,0.232005
427,-204.832360,-204.822310,3.905700,480.420000,2,13,20,-0.458504,0.078859,0.094745
428,-172.101710,-172.092560,8.819800,380.240000,8,4,16,-0.426063,0.110233,0.270320
429,-33.548666,-33.546901,1.282100,99.050000,1,1,4,-0.303746,0.171528,0.150850
430,-42.195784,-42.191310,0.221200,118.460000,2,1,4,-0.307230,0.229066,0.021762
431,-76.062885,-76.058120,0.584500,193.900000,4,2,6,-0.353080,0.183811,0.035130
432,-415.152840,-415.129050,0.174600,919.240000,1,35,32,-0.493830,0.099579,0.002214
433,-177.924760,-177.912690,0.025800,434.920000,2,12,16,-0.418205,0.146273,0.000691
434,-57.164919,-57.162306,2.539300,174.730000,1,3,6,-0.340230,0.184689,0.169365
435,-54.067429,-54.063008,0.009600,142.220000,2,2,5,-0.333835,0.214977,0.000787
436,-123.548280,-123.541630,14.374100,200.620000,9,3,6,-0.180635,0.218507,0.834995
437,-41.308495,-41.304551,0.426500,116.810000,1,2,4,-0.384636,0.166256,0.042552
439,-432.791250,-432.765840,14.424000,1322.050000,9,20,50,-0.172911,0.323394,0.127150
440,-74.784331,-74.781636,1.212100,190.530000,1,4,8,-0.451824,0.052998,0.074140
441,-48.412572,-48.408830,4.134600,125.750000,1,4,3,-0.018938,0.487481,0.383180
442,-185.910290,-185.900130,0.764600,611.620000,3,8,24,-0.192202,0.238062,0.014569
443,-65.549711,-65.544094,13.164900,113.230000,6,1,2,-0.055393,0.217095,1.354982
444,-74.436372,-74.431482,0.000000,166.480000,2,4,6,-0.455627,0.109127,0.000000
445,-25.521427,-25.517393,0.682200,59.740000,2,1,1,0.533237,0.877436,0.133083
446,-40.319589,-40.317963,0.000000,68.020000,2,2,2,-0.274972,0.160276,0.000000
447,-24.490604,-24.487839,1.321100,65.360000,1,1,2,-0.255913,0.294909,0.235560
448,-87.980780,-87.978772,1.647900,212.550000,1,6,8,-0.353034,0.211445,0.090354
449,-170.675760,-170.666280,2.933700,468.820000,8,4,16,-0.375124,0.161172,0.072927
450,-48.786027,-48.777323,0.018300,122.370000,1,3,4,-0.409694,0.162026,0.001743
451,-55.252914,-55.245373,4.703000,131.340000,1,4,4,-0.317548,0.239099,0.417307
452,-185.683410,-185.666980,0.046100,432.350000,3,12,16,-0.386586,0.187921,0.001243
453,-177.315150,-177.309080,0.671800,410.580000,8,2,20,-0.480038,0.020228,0.019069
454,-450.404920,-450.377230,33.618400,1214.120000,30,4,38,-0.227691,0.291941,0.322695
455,-59.304844,-59.302411,2.603600,150.190000,2,2,6,-0.411380,0.129323,0.202028
456,-115.826230,-115.821180,4.619100,198.210000,3,9,6,-0.227922,0.241771,0.271587
457,-160.991320,-160.979070,16.746300,477.290000,4,8,16,-0.233239,0.317654,0.408897
458,-362.571640,-362.551380,4.743800,839.950000,17,10,32,-0.341257,0.198115,0.065819
459,-328.323540,-328.297900,52.281300,536.640000,16,20,12,-0.165055,0.215250,1.135379
460,-82.925968,-82.919751,2.276800,202.460000,2,4,8,-0.406826,0.144067,0.131058
462,-260.467470,-260.445840,0.000000,752.900000,1,15,32,-0.346889,0.091938,0.000000
463,-76.461754,-76.458198,6.120600,216.930000,4,1,8,-0.251113,0.276244,0.328815
464,-116.715720,-116.709290,2.907800,289.870000,2,6,12,-0.459464,0.065455,0.116907
465,-64.790265,-64.788444,0.909700,211.350000,1,3,8,-0.230683,0.223764,0.050162
466,-116.014970,-116.007450,3.899600,198.200000,3,9,6,-0.238270,0.231423,0.229295
467,-90.775065,-90.772099,1.126400,237.110000,1,5,10,-0.419767,0.071705,0.055363
468,-146.163430,-146.152510,6.302600,303.980000,4,8,12,-0.342692,0.222063,0.241631
469,-106.987770,-106.983910,1.332300,282.910000,1,6,12,-0.409483,0.072855,0.054882
470,-84.572950,-84.563941,8.275100,198.860000,2,6,6,-0.130331,0.408972,0.484957
471,-177.822650,-177.806770,0.013400,434.880000,2,12,16,-0.414675,0.149804,0.000359
472,-697.199740,-697.154860,23.135900,1855.740000,12,36,72,-0.433623,0.091296,0.145294
473,-48.253720,-48.249916,6.189400,105.420000,2,2,4,-0.165193,0.385630,0.684231
474,-59.413508,-59.409674,2.566000,146.820000,2,2,6,-0.422106,0.118597,0.203680
475,-267.736240,-267.711990,0.000000,787.010000,1,16,32,-0.347533,0.104977,0.000000
476,-163.582110,-163.578320,14.705800,394.810000,4,8,16,-0.326069,0.224824,0.434088
477,-124.019360,-124.012280,2.984900,288.870000,2,7,12,-0.457361,0.086015,0.120422
478,-13.964884,-13.945520,6.101900,377.140000,2,1,3,3.660843,4.197734,0.188556
479,-60.649867,-60.642515,4.493300,150.380000,1,5,4,-0.136740,0.391716,0.348219
481,-78.316734,-78.310157,3.439400,186.670000,4,1,8,-0.393572,0.133785,0.214726
482,-165.931230,-165.919160,11.104300,429.220000,8,4,16,-0.205584,0.330712,0.301501
483,-42.522728,-42.518236,0.607700,116.160000,2,1,4,-0.353934,0.182362,0.060969
484,-80.547460,-80.545580,2.865200,215.490000,1,5,8,-0.339285,0.200333,0.154955
485,-217.778210,-217.767740,11.452800,584.900000,12,1,24,-0.323295,0.197297,0.228196
486,-48.645029,-48.640934,3.861700,124.460000,1,4,3,-0.047951,0.458468,0.361598
487,-42.481504,-42.477055,0.915800,116.960000,2,1,4,-0.348051,0.188245,0.091252
488,-41.855638,-41.853404,4.995600,107.250000,2,1,4,-0.258958,0.277338,0.542835
489,-167.240650,-167.235890,7.424800,394.410000,4,8,16,-0.456697,0.094196,0.219389
490,-115.416730,-115.405670,0.441400,276.670000,4,4,12,-0.251422,0.289281,0.018593
491,-95.613724,-95.602404,28.145100,220.020000,8,4,2,0.481337,0.739421,1.490795
492,-98.563364,-98.556797,0.007200,225.840000,2,6,8,-0.472329,0.099391,0.000372
493,-24.939957,-24.938868,0.428300,60.840000,1,1,2,-0.368671,0.182152,0.082042
494,-474.977100,-474.943820,8.698100,986.200000,32,8,32,-0.299414,0.185020,0.102787
495,-172.339000,-172.327900,3.773100,394.210000,8,4,16,-0.434468,0.101828,0.111544
496,-152.985130,-152.979810,16.430500,392.640000,8,2,16,-0.253552,0.273805,0.487679
497,-280.032320,-280.018960,59.336400,460.830000,23,8,8,-0.015444,0.277507,1.500575
498,-67.017142,-67.014108,2.999800,202.850000,2,2,8,-0.297105,0.178169,0.172343
499,-97.452366,-97.447936,2.988100,222.770000,2,6,8,-0.403025,0.168695,0.156320
500,-275.304460,-275.295160,2.531300,823.400000,2,16,32,-0.325921,0.144725,0.035827
501,-24.629890,-24.627250,0.550200,61.220000,1,1,2,-0.290766,0.260057,0.104738
502,-57.515683,-57.511684,13.000500,88.870000,3,4,1,-0.110256,0.175704,1.704835
503,-219.082880,-219.071020,18.757700,449.760000,12,6,16,-0.349052,0.172442,0.486045
504,-42.667111,-42.664788,0.608700,120.720000,2,1,4,-0.374870,0.161426,0.058763
505,-83.046919,-83.040890,0.639200,235.810000,2,4,8,-0.415478,0.135414,0.031590
506,-266.003780,-265.996720,23.909600,764.610000,12,8,24,-0.272209,0.269370,0.364426
507,-131.587980,-131.575520,0.036600,360.420000,4,6,12,-0.337407,0.219370,0.001183
508,-82.892632,-82.884660,0.347900,227.180000,2,4,8,-0.404319,0.146574,0.017847
509,-56.560470,-56.553478,4.518500,187.850000,2,2,6,-0.136487,0.404216,0.280324
510,-302.843730,-302.825630,1.354200,807.170000,2,20,32,-0.301404,0.215615,0.019552
511,-42.759074,-42.755600,0.000100,118.040000,2,1,4,-0.387843,0.148453,0.000010
512,-163.052900,-163.038830,1.818100,472.010000,1,9,20,-0.337704,0.104247,0.044889
513,-55.781718,-55.774091,12.878000,121.300000,4,2,3,0.406301,0.817478,1.237272
514,-133.802010,-133.795830,10.677500,333.430000,6,4,12,-0.308457,0.233121,0.373201
515,-183.605660,-183.584390,48.083600,416.010000,16,4,8,0.359559,0.709355,1.347009
516,-24.719409,-24.716927,0.000100,53.950000,1,1,2,-0.313185,0.237637,0.000022
517,-163.360990,-163.354290,14.375500,391.860000,4,8,16,-0.318068,0.232825,0.427533
518,-110.321930,-110.318390,0.388500,240.940000,4,4,10,-0.455634,0.093178,0.018791
519,-232.620410,-232.612380,10.388500,625.350000,4,12,24,-0.439309,0.085610,0.193601
520,-106.350750,-106.346710,0.000000,232.790000,1,8,8,-0.581653,0.003558,0.000000
521,-59.115645,-59.110422,7.420700,159.350000,2,4,4,0.159329,0.667417,0.542713
522,-41.487357,-41.484891,0.809800,115.330000,1,2,4,-0.410399,0.140493,0.081830
523,-24.802295,-24.802105,1.375000,64.960000,1,1,2,-0.334480,0.216343,0.246680
524,-67.652672,-67.648832,4.654900,281.760000,3,1,8,-0.230948,0.265152,0.192534
525,-41.550898,-41.549106,1.911800,113.950000,2,1,4,-0.215487,0.320809,0.195526
526,-107.353680,-107.345570,18.185100,182.270000,4,8,4,-0.153663,0.242540,1.162727
527,-74.688199,-74.687875,0.000000,272.120000,2,2,10,-0.212771,0.194607,0.000000
528,-35.895634,-35.889534,0.046800,92.300000,1,3,2,0.224999,0.694692,0.005909
529,-57.371310,-57.366762,4.823900,89.910000,4,3,1,0.086434,0.348218,0.625270
530,-167.813550,-167.804440,3.725600,466.850000,8,4,16,-0.272916,0.263380,0.093003
531,-203.632680,-203.621950,0.002800,606.060000,1,12,24,-0.365696,0.092941,0.000054
532,-76.652085,-76.646412,3.346700,205.560000,3,2,8,-0.375484,0.159733,0.189739
533,-124.046270,-124.043500,3.298900,292.060000,2,7,12,-0.458848,0.084528,0.131636
534,-50.457129,-50.454176,4.140800,103.940000,1,4,3,-0.274607,0.231813,0.464279
535,-32.681297,-32.677891,6.045000,73.700000,2,1,2,-0.179486,0.285274,0.955886
536,-113.000360,-112.991880,1.872900,367.600000,2,6,12,-0.273593,0.251325,0.059377
537,-172.102360,-172.092080,8.658400,381.380000,8,4,16,-0.426046,0.110250,0.264580
538,-261.359270,-261.344140,12.368800,650.140000,4,18,22,-0.300871,0.276549,0.221717
539,-726.312140,-726.259660,35.053500,1815.270000,36,12,72,-0.390443,0.140043,0.225044
540,-88.805162,-88.798429,0.073200,232.620000,1,6,8,-0.407678,0.156801,0.003667
541,-86.322933,-86.319738,7.999900,222.940000,4,2,8,-0.445596,0.090700,0.418190
542,-37.921468,-37.917768,0.040900,91.570000,2,1,3,-0.334531,0.202360,0.005205
543,-85.745021,-85.738129,6.414300,211.270000,4,2,8,-0.404052,0.132244,0.353825
544,-112.426700,-112.419420,19.247100,181.970000,8,4,4,-0.113629,0.230570,1.232659
545,-48.595175,-48.592085,0.903000,121.440000,1,3,4,-0.386539,0.185181,0.086657
546,-91.350741,-91.343682,0.236800,209.310000,3,4,8,-0.386881,0.168308,0.013185
547,-240.790090,-240.777460,0.179600,523.860000,12,8,18,-0.303648,0.227936,0.003995
548,-82.337537,-82.333179,6.407900,201.280000,6,1,6,-0.059011,0.432990,0.371016
549,-34.414622,-34.413786,1.000000,83.620000,1,1,4,-0.448227,0.027047,0.139369
550,-89.292953,-89.282700,3.175900,255.160000,2,4,10,-0.237392,0.269700,0.145055
551,-239.059590,-239.044250,3.239500,607.430000,3,14,24,-0.452321,0.078202,0.062153
552,-167.201760,-167.191020,5.985400,388.860000,4,8,16,-0.455094,0.095799,0.179381
553,-228.361310,-228.340840,20.778000,448.050000,4,20,12,-0.215579,0.245735,0.540449
554,-46.752412,-46.749629,3.807200,118.820000,2,2,4,0.022343,0.573165,0.373417
555,-172.775270,-172.764940,2.266400,397.890000,8,4,16,-0.450077,0.086220,0.066382
556,-49.284378,-49.283008,5.991900,106.950000,2,2,4,-0.294330,0.256493,0.652922
557,-177.970850,-177.956940,0.156100,446.280000,2,12,16,-0.419680,0.144798,0.004076
558,-220.202460,-220.189260,15.667000,477.620000,14,1,20,-0.407753,0.109437,0.382279
559,-42.367499,-42.365227,2.216500,101.650000,2,1,4,-0.332075,0.204221,0.254119
560,-63.739670,-63.732256,12.740100,139.100000,4,2,4,-0.017134,0.447626,1.067390
561,-245.445120,-245.434770,4.832700,593.140000,13,4,23,-0.369494,0.159806,0.094953
562,-41.676358,-41.674968,2.105300,96.240000,1,2,4,-0.437553,0.113340,0.254939
563,-360.713960,-360.685380,0.006600,921.520000,2,24,38,-0.340690,0.173855,0.000083
564,-145.504640,-145.496080,0.412700,331.430000,4,8,12,-0.315340,0.249414,0.014512
565,-218.806630,-218.791960,13.609900,476.980000,13,2,20,-0.408647,0.113319,0.332531
566,-89.780448,-89.771321,13.863700,154.010000,2,9,2,-0.222268,0.026691,1.049078
567,-220.187230,-220.173370,15.604500,477.070000,14,1,20,-0.407299,0.109891,0.381193
568,-50.406613,-50.404351,0.696200,138.720000,2,2,4,-0.434497,0.116325,0.058489
569,-156.357990,-156.331570,10.602600,239.440000,15,5,1,0.332430,0.480022,0.516052
570,-21.655037,-21.652617,1.581900,60.690000,1,1,2,0.452892,1.003715,0.303766
571,-33.059431,-33.056309,1.717800,101.350000,1,1,4,-0.221981,0.253293,0.197527
572,-74.447208,-74.445716,0.000000,205.370000,1,4,8,-0.425984,0.078838,0.000000
573,-96.352759,-96.344736,0.147400,243.060000,1,7,8,-0.423362,0.158806,0.007067
574,-65.913709,-65.906850,1.110600,187.000000,1,3,8,-0.323884,0.130563,0.069214
575,-337.619120,-337.595870,5.309100,814.990000,10,14,32,-0.461462,0.092746,0.075918
576,-456.977060,-456.954480,33.184000,1181.610000,8,24,48,-0.335930,0.188988,0.327289
577,-84.788603,-84.784885,2.823400,190.600000,3,3,8,-0.438006,0.110231,0.172634
578,-118.225120,-118.218190,11.644600,296.520000,6,2,12,-0.249188,0.281297,0.457665
579,-90.607198,-90.594979,1.449300,125.100000,9,2,1,0.179746,0.333964,0.135014
580,-50.989977,-50.984453,0.275000,121.550000,3,1,4,-0.328435,0.201490,0.026367
581,-58.135823,-58.130165,14.085500,92.050000,4,3,1,-0.008991,0.252793,1.783306
582,-328.496420,-328.483560,0.577500,930.100000,8,16,32,-0.349764,0.201129,0.007236
583,-226.434870,-226.414910,16.588800,603.410000,12,4,22,-0.215955,0.314412,0.320391
584,-162.024570,-162.012400,4.621400,422.980000,4,8,16,-0.270143,0.280749,0.127330
585,-132.506470,-132.499710,13.535500,313.090000,8,4,8,-0.268893,0.195866,0.503828
586,-120.821510,-120.810690,6.701200,290.800000,6,2,12,-0.378813,0.151672,0.268556
587,-64.422217,-64.418507,2.337500,206.830000,1,3,8,-0.199855,0.254592,0.131709
588,-50.669594,-50.666065,6.427000,106.880000,3,1,4,-0.288636,0.241289,0.700792
589,-84.960866,-84.948760,1.806100,230.550000,4,2,8,-0.347669,0.188627,0.091296
590,-82.463087,-82.458053,2.380100,135.840000,6,2,4,-0.188715,0.210426,0.204195
591,-354.599430,-354.560070,22.229000,697.720000,8,32,16,-0.027544,0.384604,0.371292
592,-40.941287,-40.936256,0.272200,119.240000,1,2,4,-0.332023,0.218870,0.026604
593,-136.178090,-136.163720,3.415500,237.420000,5,9,7,-0.175355,0.280525,0.167654
594,-39.929026,-39.926857,2.253500,111.240000,1,2,4,-0.187823,0.363070,0.236088
595,-177.798330,-177.784590,24.743600,324.920000,4,16,8,-0.045563,0.366584,0.887491
596,-179.872860,-179.864660,14.736200,425.860000,12,1,16,-0.244820,0.272424,0.403270
597,-158.495440,-158.488800,4.019400,387.980000,3,8,16,-0.457655,0.073998,0.120734
598,-51.784489,-51.780320,0.196400,120.060000,4,1,3,0.095351,0.521964,0.019064
599,-99.570651,-99.569455,25.326400,161.200000,6,6,2,-0.006110,0.282307,1.830989
600,-51.567631,-51.564867,0.342600,119.410000,4,1,3,0.122283,0.548896,0.033437
602,-21.634516,-21.629993,0.646900,81.580000,1,1,2,0.458548,1.009371,0.092413
603,-161.737200,-161.732630,1.464500,471.670000,8,4,14,-0.378080,0.158491,0.036185
604,-52.599213,-52.596536,13.948800,151.520000,3,4,1,0.504137,0.790097,1.072863
605,-70.769757,-70.766457,7.371400,165.320000,2,4,6,-0.150208,0.414546,0.519639
606,-60.010353,-60.006766,11.327600,91.990000,6,1,1,0.113584,0.292876,1.435075
607,-131.858690,-131.851730,2.073700,424.910000,2,6,16,-0.325468,0.128979,0.056876
608,-42.972534,-42.968976,2.146000,96.340000,2,1,4,-0.418325,0.117971,0.259597
609,-36.841068,-36.837627,0.505600,95.500000,1,2,3,-0.392608,0.172146,0.061699
610,-105.402890,-105.397480,9.954500,280.390000,2,8,8,-0.034589,0.522058,0.413746
611,-143.647140,-143.640710,1.985700,537.980000,8,2,14,-0.229729,0.297180,0.043015
612,-25.259914,-25.257364,0.742500,72.210000,1,1,2,-0.448295,0.102528,0.119833
613,-451.792340,-451.754180,37.498900,964.020000,35,1,32,-0.318134,0.167073,0.453325
616,-239.041600,-239.026200,3.207800,608.130000,3,14,24,-0.451880,0.078642,0.061474
617,-87.090470,-87.083477,4.555600,208.770000,5,1,8,-0.398106,0.126249,0.254305
619,-496.355760,-496.324600,37.757800,1083.170000,30,10,38,-0.269424,0.256147,0.406244
620,-83.777558,-83.766674,19.075200,133.650000,2,9,1,-0.084579,0.079559,1.663327
621,-54.451140,-54.449200,1.748400,145.900000,2,2,5,-0.376745,0.172067,0.139657
623,-110.836910,-110.829660,4.281800,283.190000,8,2,8,0.139824,0.624259,0.176208
624,-175.926110,-175.913150,12.162600,381.790000,11,1,16,-0.409448,0.108936,0.371261
625,-97.273718,-97.266728,4.314400,216.910000,2,6,8,-0.391699,0.180021,0.231803
626,-108.207780,-108.203020,0.323200,233.500000,3,6,8,-0.522777,0.036948,0.016131
627,-97.148543,-97.141887,1.752100,248.760000,2,6,8,-0.383897,0.187823,0.082083
629,-40.696604,-40.694954,3.939200,107.090000,1,2,4,-0.297551,0.253342,0.428683
630,-24.355699,-24.353177,0.457400,58.950000,1,1,2,-0.222248,0.328575,0.090425
632,-41.351220,-41.348109,0.338100,118.830000,1,2,4,-0.390859,0.160034,0.033159
633,-73.499598,-73.495297,0.000000,148.540000,2,4,6,-0.377612,0.187142,0.000000
634,-130.274930,-130.268550,7.256500,286.160000,7,2,12,-0.415136,0.113199,0.295526
636,-41.441033,-41.438809,1.400900,106.010000,2,1,4,-0.199730,0.336566,0.154006
637,-24.741092,-24.740123,0.118300,54.160000,1,1,2,-0.318984,0.231838,0.025456
638,-111.854730,-111.845150,0.912900,284.920000,2,6,12,-0.216257,0.308662,0.037340
639,-59.771022,-59.766454,4.323600,174.310000,3,1,6,-0.314924,0.215561,0.289068
640,-61.476124,-61.463147,12.742100,132.260000,2,6,2,0.475568,0.799214,1.122768
